CompanyName,CompanyAlias,CompanyEntityId,Termination_Probability,Risk_Level,Actual_Status
The Olson Group,0,125014,0.00019577194,Low,Active
"Associated Investor Services, Inc.",0,128636,0.00019528254,Low,Active
NFP,0,110490,0.0001952347,Low,Active
HUB Retirement & Wealth Management,The Insurance Exchange,111632,0.00019052556,Low,Active
John M. Novak – MassMutual,0,376725,0.00018985839,Low,Active
Rehmann Wealth,0,109906,0.00018799843,Low,Active
The K Corporation,0,140290,0.00018785204,Low,Active
HUB Retirement and Wealth Management – Fort Worth,Gus Bates,128702,0.0001877131,Low,Active
HUB Retirement and Wealth Management,Conover Capital,126912,0.00018663301,Low,Active
"Lawley Retirement Advisors, LLC",0,221568,0.00018425814,Low,Active
Accelerate Retirement- Glenn Cassidy,0,534361,0.00018391937,Low,Active
"Hermitage Wealth Management, Inc.",0,105385,0.00018008071,Low,Active
"Retirement Fiduciary Group, LLC",0,119726,0.00017892267,Low,Active
"Michigan Financial Companies, Inc.",0,568556,0.00017892267,Low,Active
Watson Capital,Watson Capital,611696,0.0001787842,Low,Active
CUI Wealth Management,0,481858,0.00017666207,Low,Active
H&A Advanced Business Partners,0,351545,0.00017595869,Low,Active
Choreo,0,164428,0.00017530641,Low,Active
Choreo,0,164428,0.00017530641,Low,Active
NFP,West UT,117300,0.00017504835,Low,Active
NFP,West UT,117300,0.00017504835,Low,Active
"Vantage Financial Group, Inc.",0,122161,0.00017341148,Low,Active
HUB Retirement and Wealth Management,Raffa Retirement Services,669550,0.00017105503,Low,Active
HUB Retirement & Wealth Management,The Insurance Exchange,111632,0.00017105503,Low,Active
Alera Investment Advisors,0,250787,0.00016841026,Low,Active
"Broad Street Financial, LLC",0,218452,0.00016832742,Low,Active
intellicents investment solutions,0,559989,0.00016649823,Low,Active
OneDigital,0,238458,0.00016522386,Low,Active
NFP,West UT,117300,0.0001647029,Low,Active
"Vantage Financial Group, Inc.",0,122161,0.00016063401,Low,Active
SFP Wealth,0,393246,0.00015697427,Low,Active
HUB Retirement and Wealth Management,Peak Financial Group,109233,0.00015681644,Low,Active
Douglas R. Peete & Associates,0,117229,0.00015607133,Low,Active
Bolotin Financial Group,0,331318,0.00015491899,Low,Active
"Hauser, Inc.",0,129315,0.00015437441,Low,Active
"Boston Wealth Management, LLC",0,725586,0.0001529835,Low,Active
"CFM Advisors, Inc",0,661307,0.00015162144,Low,Active
HUB Retirement and Wealth Management,Raffa Retirement Services,669550,0.00014901854,Low,Active
HUB Retirement and Wealth Management,Raffa Retirement Services,669550,0.00014901854,Low,Active
OG Private Wealth,0,754364,0.00014652207,Low,Active
The Noble Group,0,115107,0.0001439739,Low,Active
"TriBridge Partners, LLC",0,111265,0.00014102005,Low,Active
WTW,0,198768,0.00014026997,Low,Active
WTW,0,198768,0.00014026997,Low,Active
NFP,0,207291,0.00014025299,Low,Active
Advizrs,0,103612,0.00013387305,Low,Active
Accelerate Retirement- Phil Matheson,0,535566,0.00013304726,Low,Active
"Mercer Global Advisors, Inc.",0,127821,0.00013246344,Low,Active
Douglas R. Peete & Associates,0,117229,0.00013123637,Low,Active
Douglas R. Peete & Associates,0,117229,0.00013123637,Low,Active
Three Bell Capital LLC,0,207449,0.00012872303,Low,Active
TrueNorth Companies,0,105070,0.00012567992,Low,Active
"Hendricks & Associates, Inc.",0,293210,0.0001248531,Low,Active
StarkMiller FBG,0,695400,0.000124432,Low,Active
"Reese Yeatman Financial, LLC.",0,300179,0.00012218146,Low,Active
"Mercer Global Advisors, Inc.",0,127821,0.00012020293,Low,Active
Osaic Employer Plan Consulting,0,268851,0.00011755477,Low,Active
Osaic Employer Plan Consulting,0,268851,0.00011755477,Low,Active
Cadence Financial Management,0,332106,0.00011351742,Low,Active
"BHS Insurance Agency, Inc.",0,103946,0.000112221045,Low,Active
HUB Retirement and Wealth Management,Leading Edge,105784,0.000112221045,Low,Active
"Lawley Retirement Advisors, LLC",0,221568,0.00011071143,Low,Active
"Wealth Impact Advisors, LLC.",0,111555,0.00010923814,Low,Active
CG Financial Services,0,104133,0.00010858998,Low,Active
Riverside Retirement Advisors,0,282230,0.00010606819,Low,Active
Park Capital Management,0,285638,0.00010175386,Low,Active
Everhart Advisors,0,108809,0.00010147238,Low,Active
"Lebel & Harriman, LLP",0,102571,0.00010147238,Low,Active
Everhart Advisors,0,108809,0.00010147238,Low,Active
Fiduciary Plan Advisors,0,173267,9.983584e-05,Low,Active
Henderson Brothers Financial Partners,0,485993,9.983584e-05,Low,Active
The Strategic Retirement Benefits Group,0,484769,9.802562e-05,Low,Active
The Strategic Retirement Benefits Group,0,484769,9.802562e-05,Low,Active
"Valmark Advisers, Inc.",0,264571,9.636799e-05,Low,Active
HUB Retirement and Private Wealth,BCI Group Inc,119332,9.360842e-05,Low,Active
Osaic Employer Plan Consulting,0,268851,9.1411326e-05,Low,Active
SFP Wealth,0,393246,9.0692236e-05,Low,Active
Baird,0,563768,9.045843e-05,Low,Active
The Baldwin Group,0,105949,8.961403e-05,Low,Active
"Valmark Advisers, Inc.",0,264571,8.9195506e-05,Low,Active
Navigate Retirement Solutions,0,127823,8.9195506e-05,Low,Active
HUB Retirement and Wealth Management,Conover Capital,126912,8.9148736e-05,Low,Active
"Associated Investor Services, Inc.",0,128636,8.8709385e-05,Low,Active
Alliant Retirement Consulting,0,231428,8.6825414e-05,Low,Active
"IMA Advisory Services, Inc.",0,244855,8.567585e-05,Low,Active
"IMA Advisory Services, Inc.",0,244855,8.567585e-05,Low,Active
M3 Financial,0,459400,8.444201e-05,Low,Active
Hancock Whitney Bank,0,177698,8.432533e-05,Low,Active
Fiduciary Plan Advisors,0,173267,8.3738196e-05,Low,Active
HUB Retirement and Wealth Management,MRP,668174,8.365983e-05,Low,Active
INVST,0,659072,8.1388054e-05,Low,Active
BGA Retirement Advisors,0,648314,7.883292e-05,Low,Active
Christopher Lawes,0,390488,7.851085e-05,Low,Active
M3 Financial,0,459400,7.80942e-05,Low,Active
M3 Financial,0,459400,7.80942e-05,Low,Active
NFP,0,110490,7.716178e-05,Low,Active
NFP,0,110490,7.716178e-05,Low,Active
NFP,0,110490,7.716178e-05,Low,Active
NFP,West UT,117300,7.695756e-05,Low,Active
Alera Investment Advisors,0,250787,7.3869414e-05,Low,Active
Advisor Training,0,101146,7.26111e-05,Low,Active
"Valmark Advisers, Inc.",0,264571,7.074612e-05,Low,Active
"Valmark Advisers, Inc.",0,264571,7.074612e-05,Low,Active
"Wealth Enhancement Advisory Services, LLC",0,317615,7.070376e-05,Low,Outstanding
"Hauser, Inc.",0,129315,7.070376e-05,Low,Active
OneDigital,0,303703,6.9046735e-05,Low,Active
HUB Retirement & Wealth Management,The Insurance Exchange,111632,6.804255e-05,Low,Active
HUB Retirement & Wealth Management,The Insurance Exchange,111632,6.804255e-05,Low,Active
NFP,0,207291,6.6577144e-05,Low,Active
HUB Retirement and Private Wealth,Cash and Associates,108471,6.605208e-05,Low,Active
Accelerate Retirement- Lloyd Engleman,0,535288,6.551329e-05,Low,Active
"Lebel & Harriman, LLP",0,102571,6.37891e-05,Low,Active
"Lebel & Harriman, LLP",0,102571,6.37891e-05,Low,Active
HUB Retirement and Private Wealth,BCI Group Inc,119332,6.169195e-05,Low,Active
HUB Retirement and Wealth Management,Quintes,226249,6.169195e-05,Low,Active
HUB Retirement and Private Wealth,BCI Group Inc,119332,6.169195e-05,Low,Active
HUB Retirement and Wealth Management,Quintes,226249,6.169195e-05,Low,Active
HUB Retirement and Wealth Management,Quintes,226249,6.169195e-05,Low,Active
OneDigital - MI,0,301477,6.1671715e-05,Low,Active
OneDigital - MI,0,301477,6.1671715e-05,Low,Active
"Paradigm Consulting, Inc.",0,109755,6.017502e-05,Low,Active
Hays Financial Group,0,284545,6.0040777e-05,Low,Active
Henderson Brothers Financial Partners,0,485993,6.0040777e-05,Low,Active
CUI Wealth Management,0,481858,5.9503214e-05,Low,Active
Alliant Retirement Consulting,0,231428,5.9447688e-05,Low,Active
"Retirement Fiduciary Group, LLC",0,119726,5.7842906e-05,Low,Active
RetirementDNA,0,565636,5.598643e-05,Low,Active
RetirementDNA,0,565636,5.598643e-05,Low,Active
"Lawley Retirement Advisors, LLC",0,221568,5.5072833e-05,Low,Active
"Lawley Retirement Advisors, LLC",0,221568,5.5072833e-05,Low,Active
"BHS Insurance Agency, Inc.",0,103946,5.4112956e-05,Low,Active
HUB Retirement and Wealth Management,Raffa Retirement Services,669550,5.4112956e-05,Low,Active
Retirement Plan Consulting Group,0,340236,5.3222215e-05,Low,Active
Christopher Lawes,0,390488,5.270854e-05,Low,Active
Christopher Lawes,0,390488,5.270854e-05,Low,Active
Fiduciary Pension Partners,0,102164,5.226273e-05,Low,Active
NFP,0,207291,5.1862076e-05,Low,Active
NFP,Atlantic Region,120218,4.894373e-05,Low,Active
OneDigital - MI,0,301477,4.5546778e-05,Low,Active
intellicents investment solutions,0,559989,4.4313598e-05,Low,Active
"Wealth Impact Advisors, LLC.",0,111555,4.4181987e-05,Low,Active
"Broad Street Financial, LLC",0,218452,4.3855234e-05,Low,Active
Christopher Lawes,0,390488,4.1684856e-05,Low,Active
The K Corporation,0,140290,4.0321534e-05,Low,Active
"Wealth Impact Advisors, LLC.",0,111555,3.9105063e-05,Low,Active
Alera Group,Wilson Albers,304312,3.9024373e-05,Low,Active
NFP,NFP Northeast Region,202696,3.8208047e-05,Low,Active
Alera Group,Wilson Albers,304312,3.7501202e-05,Low,Active
"IMA Advisory Services, Inc.",0,244855,3.7310427e-05,Low,Active
"IMA Advisory Services, Inc.",0,244855,3.7310427e-05,Low,Active
M3 Financial,0,459400,3.583412e-05,Low,Active
Advisor Training,0,101146,3.57477e-05,Low,Active
WTW,0,198768,3.3209635e-05,Low,Active
"TriBridge Partners, LLC",0,111265,3.1799853e-05,Low,Active
Risk Strategies Company,0,349141,3.0256091e-05,Low,Active
WTW,0,198768,3.0239073e-05,Low,Active
HUB Retirement and Wealth Management,Leading Edge,105784,2.997173e-05,Low,Active
HUB Retirement and Wealth Management,Epstein Financial,101889,2.997173e-05,Low,Active
NFP,0,110490,2.9771554e-05,Low,Active
HUB Retirement and Wealth Management- CSI,CSI,124794,2.8837669e-05,Low,Active
"IMA Advisory Services, Inc.",0,244855,2.7973785e-05,Low,Active
MML/MassMutual- Institutional,0,322157,2.7860371e-05,Low,Active
The K Corporation,0,140290,2.7526003e-05,Low,Active
HUB Retirement and Private Wealth,BCI Group Inc,119332,2.5785464e-05,Low,Active
"Stickney & McIlwain, LLC",0,753381,2.3796747e-05,Low,Active
HUB Retirement and Wealth Management,MRP,668174,2.2040862e-05,Low,Active
HUB Retirement and Wealth Management,MRP,668174,2.2040862e-05,Low,Active
OneDigital - MI,0,301477,2.1828879e-05,Low,Active
"Lebel & Harriman, LLP",0,102571,2.0552701e-05,Low,Active
Christopher Lawes,0,390488,2.0198362e-05,Low,Active
intellicents investment solutions,0,559989,1.9437524e-05,Low,Active
NFP,Aliso Viejo CA,100118,1.9096384e-05,Low,Active
NFP,0,207291,1.882679e-05,Low,Active
NFP,0,207291,1.882679e-05,Low,Active
OneDigital - MI,0,301477,1.684108e-05,Low,Active
NFP,NFP Northeast Region,202696,1.659e-05,Low,Active
NFP,NFP Northeast Region,202696,1.659e-05,Low,Active
NFP,Aliso Viejo CA,100118,1.6269716e-05,Low,Active
NFP,West UT,117300,1.350109e-05,Low,Active
CUI Wealth Management,0,481858,1.28037045e-05,Low,Active
Alera Group,Wilson Albers,304312,1.2055582e-05,Low,Active
NFP,Aliso Viejo CA,100118,1.20534105e-05,Low,Active
NFP,Aliso Viejo CA,100118,1.20534105e-05,Low,Active
NFP,Aliso Viejo CA,100118,1.1916655e-05,Low,Active
NFP,Atlantic Region,120218,1.17384425e-05,Low,Active
Osaic Employer Plan Consulting,0,268851,1.1238163e-05,Low,Active
NFP,Atlantic Region,120218,9.6914655e-06,Low,Active
"Weiner Benefits Group, LLC",0,484118,8.923624e-06,Low,Active
"Weiner Benefits Group, LLC",0,484118,6.9273465e-06,Low,Active
NFP,NFP Northeast Region,202696,6.776653e-06,Low,Active
"Weiner Benefits Group, LLC",0,484118,5.944937e-06,Low,Active
RetirementDNA,0,565636,5.9422105e-06,Low,Active
RetirementDNA,0,565636,3.4887096e-06,Low,Active
NFP,NFP Northeast Region,202696,2.7405865e-06,Low,Active
NFP,Atlantic Region,120218,2.589122e-06,Low,Active
NFP,Atlantic Region,120218,2.589122e-06,Low,Active
